Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,symptoms,clean_text
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,, burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine, burning micturition bladder discomfort foul smell of urine continuous feel of urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,, skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails, skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,, skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze, skin rash high fever blister red sore around nose yellow crust ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,itching  skin_rash  nodal_skin_eruptions  dischromic _patches,itching skin rash nodal skin eruptions dischromic patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,, continuous_sneezing  shivering  chills  watering_from_eyes, continuous sneezing shivering chills watering from eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,, stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain, stomach pain acidity ulcers on tongue vomiting cough chest pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination,itching skin rash stomach pain burning micturition spotting urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,, vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching, vomiting indigestion loss of appetite abdominal pain passage of gases internal itching
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,, muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts, muscle wasting patches in throat high fever extra marital contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,, fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria, fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,, vomiting  sunken_eyes  dehydration  diarrhoea, vomiting sunken eyes dehydration diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,, fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum, fatigue cough high fever breathlessness family history mucoid sputum
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,, headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration, headache chest pain dizziness loss of balance lack of concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,, acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances, acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,, back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance, back pain weakness in limbs neck pain dizziness loss of balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,, vomiting  headache  weakness_of_one_body_side  altered_sensorium, vomiting headache weakness of one body side altered sensorium
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain, chills vomiting high fever sweating headache nausea diarrhoea muscle pain
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,, skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,, chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain, chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,, joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain, joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,, fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history, fatigue yellowish skin nausea loss of appetite yellowing of eyes family history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,, joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes, joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,, joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding, joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,, vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload, vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,, chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum, chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain, continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,, chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum, chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,, constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus, constipation pain during bowel movements pain in anal region bloody stool irritation in anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,, vomiting  breathlessness  sweating  chest_pain, vomiting breathlessness sweating chest pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,, fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf, fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,, fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation, fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,, fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation, fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations, vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,, joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking, joint pain neck pain knee pain hip joint pain swelling joints painful walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,, muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking, muscle weakness stiff neck swelling joints movement stiffness painful walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,, vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness, vomiting headache nausea spinning movements loss of balance unsteadiness
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,, skin_rash  pus_filled_pimples  blackheads  scurring, skin rash pus filled pimples blackheads scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,, burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine, burning micturition bladder discomfort foul smell of urine continuous feel of urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,, skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails, skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,, skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze, skin rash high fever blister red sore around nose yellow crust ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,itching  skin_rash  nodal_skin_eruptions  dischromic _patches,itching skin rash nodal skin eruptions dischromic patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,, continuous_sneezing  shivering  chills  watering_from_eyes, continuous sneezing shivering chills watering from eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,, stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain, stomach pain acidity ulcers on tongue vomiting cough chest pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination,itching skin rash stomach pain burning micturition spotting urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,, vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching, vomiting indigestion loss of appetite abdominal pain passage of gases internal itching
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,, muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts, muscle wasting patches in throat high fever extra marital contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,, fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria, fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,, vomiting  sunken_eyes  dehydration  diarrhoea, vomiting sunken eyes dehydration diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,, fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum, fatigue cough high fever breathlessness family history mucoid sputum
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,, headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration, headache chest pain dizziness loss of balance lack of concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,, acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances, acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,, back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance, back pain weakness in limbs neck pain dizziness loss of balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,, vomiting  headache  weakness_of_one_body_side  altered_sensorium, vomiting headache weakness of one body side altered sensorium
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,, chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain, chills vomiting high fever sweating headache nausea diarrhoea muscle pain
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,, skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body, skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,, chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain, chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,, joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain, joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections,itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,, fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history, fatigue yellowish skin nausea loss of appetite yellowing of eyes family history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,, joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes, joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,, joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding, joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,, vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload, vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,, chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum, chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain, continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain, continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,, chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum, chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,, constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus, constipation pain during bowel movements pain in anal region bloody stool irritation in anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,, vomiting  breathlessness  sweating  chest_pain, vomiting breathlessness sweating chest pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,, fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf, fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,, fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation, fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,, fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation, fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations, vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,, joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking, joint pain neck pain knee pain hip joint pain swelling joints painful walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,, muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking, muscle weakness stiff neck swelling joints movement stiffness painful walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,, vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness, vomiting headache nausea spinning movements loss of balance unsteadiness
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,, skin_rash  pus_filled_pimples  blackheads  scurring, skin rash pus filled pimples blackheads scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,, burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine, burning micturition bladder discomfort foul smell of urine continuous feel of urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,, skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails, skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,, skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze, skin rash high fever blister red sore around nose yellow crust ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,itching  skin_rash  nodal_skin_eruptions  dischromic _patches,itching skin rash nodal skin eruptions dischromic patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,, continuous_sneezing  shivering  chills  watering_from_eyes, continuous sneezing shivering chills watering from eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,, stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain, stomach pain acidity ulcers on tongue vomiting cough chest pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination,itching skin rash stomach pain burning micturition spotting urination
